0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
278.0,-1.0,695.0,47.0,71.0,196.0,0.9965134263038635,-1.0,-1.0,-1.0,695.0,47.0,0.0,0.0,-1.0
278.0,-1.0,642.0,70.0,60.0,219.0,0.99428790807724,-1.0,-1.0,-1.0,642.0,70.0,0.0,0.0,-1.0
279.0,-1.0,696.0,49.0,73.0,198.0,0.9965881109237671,-1.0,-1.0,-1.0,696.0,49.0,0.0,0.0,-1.0
279.0,-1.0,644.0,72.0,58.0,220.0,0.9924885034561157,-1.0,-1.0,-1.0,644.0,72.0,0.0,0.0,-1.0
280.0,-1.0,695.0,51.0,74.0,202.0,0.9958927631378174,-1.0,-1.0,-1.0,695.0,51.0,0.0,0.0,-1.0
280.0,-1.0,644.0,74.0,58.0,222.0,0.9910955429077148,-1.0,-1.0,-1.0,644.0,74.0,0.0,0.0,-1.0
281.0,-1.0,697.0,53.0,75.0,201.0,0.9940603375434875,-1.0,-1.0,-1.0,697.0,53.0,0.0,0.0,-1.0
281.0,-1.0,643.0,80.0,58.0,218.0,0.9895170331001282,-1.0,-1.0,-1.0,643.0,80.0,0.0,0.0,-1.0
282.0,-1.0,696.0,52.0,72.0,201.0,0.9930335283279419,-1.0,-1.0,-1.0,696.0,52.0,0.0,0.0,-1.0
282.0,-1.0,643.0,82.0,55.0,217.0,0.9898695349693298,-1.0,-1.0,-1.0,643.0,82.0,0.0,0.0,-1.0
283.0,-1.0,696.0,52.0,74.0,198.0,0.9956088662147522,-1.0,-1.0,-1.0,696.0,52.0,0.0,0.0,-1.0
283.0,-1.0,640.0,82.0,55.0,214.0,0.9873500466346741,-1.0,-1.0,-1.0,640.0,82.0,0.0,0.0,-1.0
284.0,-1.0,695.0,53.0,76.0,195.0,0.995830237865448,-1.0,-1.0,-1.0,695.0,53.0,0.0,0.0,-1.0
284.0,-1.0,642.0,82.0,55.0,215.0,0.99240642786026,-1.0,-1.0,-1.0,642.0,82.0,0.0,0.0,-1.0
285.0,-1.0,695.0,54.0,75.0,196.0,0.9955364465713501,-1.0,-1.0,-1.0,695.0,54.0,0.0,0.0,-1.0
285.0,-1.0,642.0,82.0,55.0,216.0,0.9928176403045654,-1.0,-1.0,-1.0,642.0,82.0,0.0,0.0,-1.0
286.0,-1.0,694.0,55.0,77.0,199.0,0.9966217279434204,-1.0,-1.0,-1.0,694.0,55.0,0.0,0.0,-1.0
286.0,-1.0,641.0,82.0,56.0,219.0,0.9925353527069092,-1.0,-1.0,-1.0,641.0,82.0,0.0,0.0,-1.0
287.0,-1.0,694.0,56.0,79.0,203.0,0.996797502040863,-1.0,-1.0,-1.0,694.0,56.0,0.0,0.0,-1.0
287.0,-1.0,642.0,81.0,57.0,222.0,0.9947835803031921,-1.0,-1.0,-1.0,642.0,81.0,0.0,0.0,-1.0
288.0,-1.0,694.0,57.0,79.0,207.0,0.9967689514160156,-1.0,-1.0,-1.0,694.0,57.0,0.0,0.0,-1.0
288.0,-1.0,643.0,82.0,57.0,218.0,0.9952589869499207,-1.0,-1.0,-1.0,643.0,82.0,0.0,0.0,-1.0
289.0,-1.0,643.0,83.0,63.0,218.0,0.9959707856178284,-1.0,-1.0,-1.0,643.0,83.0,0.0,0.0,-1.0
289.0,-1.0,698.0,56.0,82.0,218.0,0.994814932346344,-1.0,-1.0,-1.0,698.0,56.0,0.0,0.0,-1.0
290.0,-1.0,642.0,83.0,64.0,217.0,0.9962693452835083,-1.0,-1.0,-1.0,642.0,83.0,0.0,0.0,-1.0
290.0,-1.0,699.0,56.0,80.0,218.0,0.9951810240745544,-1.0,-1.0,-1.0,699.0,56.0,0.0,0.0,-1.0
291.0,-1.0,643.0,82.0,75.0,220.0,0.9942750334739685,-1.0,-1.0,-1.0,643.0,82.0,0.0,0.0,-1.0
291.0,-1.0,704.0,58.0,81.0,223.0,0.9926655888557434,-1.0,-1.0,-1.0,704.0,58.0,0.0,0.0,-1.0
292.0,-1.0,641.0,84.0,75.0,218.0,0.9958258867263794,-1.0,-1.0,-1.0,641.0,84.0,0.0,0.0,-1.0
292.0,-1.0,704.0,59.0,83.0,225.0,0.9938684105873108,-1.0,-1.0,-1.0,704.0,59.0,0.0,0.0,-1.0
293.0,-1.0,640.0,85.0,78.0,220.0,0.9958977103233337,-1.0,-1.0,-1.0,640.0,85.0,0.0,0.0,-1.0
293.0,-1.0,704.0,59.0,82.0,226.0,0.9939507246017456,-1.0,-1.0,-1.0,704.0,59.0,0.0,0.0,-1.0
294.0,-1.0,644.0,85.0,87.0,220.0,0.9957893490791321,-1.0,-1.0,-1.0,644.0,85.0,0.0,0.0,-1.0
294.0,-1.0,706.0,59.0,88.0,225.0,0.9950839877128601,-1.0,-1.0,-1.0,706.0,59.0,0.0,0.0,-1.0
295.0,-1.0,708.0,59.0,91.0,224.0,0.996586799621582,-1.0,-1.0,-1.0,708.0,59.0,0.0,0.0,-1.0
295.0,-1.0,644.0,84.0,83.0,224.0,0.9946451187133789,-1.0,-1.0,-1.0,644.0,84.0,0.0,0.0,-1.0
296.0,-1.0,647.0,90.0,83.0,221.0,0.9962736368179321,-1.0,-1.0,-1.0,647.0,90.0,0.0,0.0,-1.0
296.0,-1.0,709.0,59.0,91.0,224.0,0.9943463206291199,-1.0,-1.0,-1.0,709.0,59.0,0.0,0.0,-1.0
297.0,-1.0,645.0,90.0,83.0,224.0,0.9968624114990234,-1.0,-1.0,-1.0,645.0,90.0,0.0,0.0,-1.0
297.0,-1.0,712.0,58.0,92.0,230.0,0.9950358271598816,-1.0,-1.0,-1.0,712.0,58.0,0.0,0.0,-1.0
298.0,-1.0,642.0,91.0,87.0,229.0,0.9967067837715149,-1.0,-1.0,-1.0,642.0,91.0,0.0,0.0,-1.0
298.0,-1.0,716.0,62.0,103.0,228.0,0.9939284324645996,-1.0,-1.0,-1.0,716.0,62.0,0.0,0.0,-1.0
299.0,-1.0,646.0,91.0,86.0,236.0,0.9970176219940186,-1.0,-1.0,-1.0,646.0,91.0,0.0,0.0,-1.0
299.0,-1.0,723.0,61.0,95.0,229.0,0.9956992864608765,-1.0,-1.0,-1.0,723.0,61.0,0.0,0.0,-1.0
300.0,-1.0,722.0,63.0,93.0,231.0,0.9955321550369263,-1.0,-1.0,-1.0,722.0,63.0,0.0,0.0,-1.0
300.0,-1.0,642.0,95.0,90.0,233.0,0.9940754175186157,-1.0,-1.0,-1.0,642.0,95.0,0.0,0.0,-1.0
301.0,-1.0,642.0,96.0,94.0,229.0,0.995686948299408,-1.0,-1.0,-1.0,642.0,96.0,0.0,0.0,-1.0
301.0,-1.0,726.0,64.0,93.0,232.0,0.9948285222053528,-1.0,-1.0,-1.0,726.0,64.0,0.0,0.0,-1.0
302.0,-1.0,649.0,98.0,92.0,231.0,0.996842622756958,-1.0,-1.0,-1.0,649.0,98.0,0.0,0.0,-1.0
302.0,-1.0,725.0,69.0,97.0,233.0,0.9949350953102112,-1.0,-1.0,-1.0,725.0,69.0,0.0,0.0,-1.0
303.0,-1.0,654.0,98.0,87.0,228.0,0.9957553148269653,-1.0,-1.0,-1.0,654.0,98.0,0.0,0.0,-1.0
303.0,-1.0,727.0,69.0,96.0,236.0,0.9956399202346802,-1.0,-1.0,-1.0,727.0,69.0,0.0,0.0,-1.0
304.0,-1.0,654.0,99.0,92.0,227.0,0.9977728724479675,-1.0,-1.0,-1.0,654.0,99.0,0.0,0.0,-1.0
304.0,-1.0,729.0,68.0,95.0,243.0,0.9951131939888,-1.0,-1.0,-1.0,729.0,68.0,0.0,0.0,-1.0
305.0,-1.0,648.0,99.0,102.0,235.0,0.9981593489646912,-1.0,-1.0,-1.0,648.0,99.0,0.0,0.0,-1.0
305.0,-1.0,732.0,74.0,97.0,239.0,0.9930092096328735,-1.0,-1.0,-1.0,732.0,74.0,0.0,0.0,-1.0
306.0,-1.0,646.0,101.0,104.0,236.0,0.9980140924453735,-1.0,-1.0,-1.0,646.0,101.0,0.0,0.0,-1.0
306.0,-1.0,729.0,74.0,101.0,241.0,0.9946967363357544,-1.0,-1.0,-1.0,729.0,74.0,0.0,0.0,-1.0
