0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
234.0,-1.0,655.0,25.0,55.0,135.0,0.9019337296485901,-1.0,-1.0,-1.0,655.0,25.0,0.0,0.0,-1.0
235.0,-1.0,624.0,44.0,59.0,161.0,0.9737147688865662,-1.0,-1.0,-1.0,624.0,44.0,0.0,0.0,-1.0
235.0,-1.0,638.0,36.0,54.0,162.0,0.9659724235534668,-1.0,-1.0,-1.0,638.0,36.0,0.0,0.0,-1.0
235.0,-1.0,656.0,26.0,58.0,152.0,0.871722400188446,-1.0,-1.0,-1.0,656.0,26.0,0.0,0.0,-1.0
236.0,-1.0,625.0,43.0,59.0,165.0,0.9773144125938416,-1.0,-1.0,-1.0,625.0,43.0,0.0,0.0,-1.0
236.0,-1.0,656.0,25.0,56.0,149.0,0.9011662602424622,-1.0,-1.0,-1.0,656.0,25.0,0.0,0.0,-1.0
237.0,-1.0,627.0,50.0,58.0,160.0,0.9810265302658081,-1.0,-1.0,-1.0,627.0,50.0,0.0,0.0,-1.0
237.0,-1.0,658.0,23.0,56.0,147.0,0.9324118494987488,-1.0,-1.0,-1.0,658.0,23.0,0.0,0.0,-1.0
238.0,-1.0,631.0,45.0,51.0,164.0,0.9833510518074036,-1.0,-1.0,-1.0,631.0,45.0,0.0,0.0,-1.0
238.0,-1.0,662.0,25.0,51.0,145.0,0.9429487586021423,-1.0,-1.0,-1.0,662.0,25.0,0.0,0.0,-1.0
239.0,-1.0,631.0,50.0,52.0,163.0,0.986035943031311,-1.0,-1.0,-1.0,631.0,50.0,0.0,0.0,-1.0
239.0,-1.0,659.0,26.0,57.0,146.0,0.955878734588623,-1.0,-1.0,-1.0,659.0,26.0,0.0,0.0,-1.0
240.0,-1.0,632.0,50.0,53.0,164.0,0.9824449419975281,-1.0,-1.0,-1.0,632.0,50.0,0.0,0.0,-1.0
240.0,-1.0,659.0,30.0,58.0,150.0,0.9200164675712585,-1.0,-1.0,-1.0,659.0,30.0,0.0,0.0,-1.0
241.0,-1.0,636.0,51.0,50.0,165.0,0.980652928352356,-1.0,-1.0,-1.0,636.0,51.0,0.0,0.0,-1.0
241.0,-1.0,660.0,31.0,57.0,145.0,0.9365155696868896,-1.0,-1.0,-1.0,660.0,31.0,0.0,0.0,-1.0
242.0,-1.0,636.0,53.0,51.0,168.0,0.9762376546859741,-1.0,-1.0,-1.0,636.0,53.0,0.0,0.0,-1.0
242.0,-1.0,662.0,37.0,52.0,155.0,0.901129961013794,-1.0,-1.0,-1.0,662.0,37.0,0.0,0.0,-1.0
243.0,-1.0,634.0,54.0,54.0,168.0,0.9638932943344116,-1.0,-1.0,-1.0,634.0,54.0,0.0,0.0,-1.0
243.0,-1.0,666.0,40.0,51.0,152.0,0.8086883425712585,-1.0,-1.0,-1.0,666.0,40.0,0.0,0.0,-1.0
244.0,-1.0,632.0,51.0,57.0,170.0,0.9809874296188354,-1.0,-1.0,-1.0,632.0,51.0,0.0,0.0,-1.0
244.0,-1.0,675.0,32.0,52.0,147.0,0.9033223390579224,-1.0,-1.0,-1.0,675.0,32.0,0.0,0.0,-1.0
245.0,-1.0,632.0,55.0,59.0,163.0,0.9895418882369995,-1.0,-1.0,-1.0,632.0,55.0,0.0,0.0,-1.0
245.0,-1.0,675.0,32.0,51.0,147.0,0.9373205900192261,-1.0,-1.0,-1.0,675.0,32.0,0.0,0.0,-1.0
246.0,-1.0,632.0,49.0,65.0,173.0,0.9942620992660522,-1.0,-1.0,-1.0,632.0,49.0,0.0,0.0,-1.0
246.0,-1.0,676.0,33.0,49.0,145.0,0.8977003693580627,-1.0,-1.0,-1.0,676.0,33.0,0.0,0.0,-1.0
247.0,-1.0,632.0,51.0,66.0,174.0,0.9955268502235413,-1.0,-1.0,-1.0,632.0,51.0,0.0,0.0,-1.0
247.0,-1.0,676.0,35.0,51.0,141.0,0.8620675802230835,-1.0,-1.0,-1.0,676.0,35.0,0.0,0.0,-1.0
248.0,-1.0,631.0,53.0,68.0,174.0,0.9954093098640442,-1.0,-1.0,-1.0,631.0,53.0,0.0,0.0,-1.0
248.0,-1.0,663.0,40.0,60.0,156.0,0.7683284282684326,-1.0,-1.0,-1.0,663.0,40.0,0.0,0.0,-1.0
248.0,-1.0,677.0,34.0,54.0,134.0,0.6752314567565918,-1.0,-1.0,-1.0,677.0,34.0,0.0,0.0,-1.0
249.0,-1.0,629.0,53.0,68.0,176.0,0.9934304356575012,-1.0,-1.0,-1.0,629.0,53.0,0.0,0.0,-1.0
249.0,-1.0,674.0,36.0,55.0,141.0,0.8204920291900635,-1.0,-1.0,-1.0,674.0,36.0,0.0,0.0,-1.0
250.0,-1.0,630.0,55.0,69.0,177.0,0.9941188097000122,-1.0,-1.0,-1.0,630.0,55.0,0.0,0.0,-1.0
250.0,-1.0,674.0,32.0,54.0,149.0,0.822146475315094,-1.0,-1.0,-1.0,674.0,32.0,0.0,0.0,-1.0
251.0,-1.0,631.0,61.0,67.0,176.0,0.9883838891983032,-1.0,-1.0,-1.0,631.0,61.0,0.0,0.0,-1.0
251.0,-1.0,669.0,31.0,62.0,156.0,0.9108734726905823,-1.0,-1.0,-1.0,669.0,31.0,0.0,0.0,-1.0
252.0,-1.0,634.0,63.0,62.0,180.0,0.9910200238227844,-1.0,-1.0,-1.0,634.0,63.0,0.0,0.0,-1.0
252.0,-1.0,671.0,26.0,59.0,164.0,0.9661476612091064,-1.0,-1.0,-1.0,671.0,26.0,0.0,0.0,-1.0
253.0,-1.0,635.0,62.0,61.0,179.0,0.9899114966392517,-1.0,-1.0,-1.0,635.0,62.0,0.0,0.0,-1.0
253.0,-1.0,670.0,26.0,60.0,167.0,0.9663903117179871,-1.0,-1.0,-1.0,670.0,26.0,0.0,0.0,-1.0
253.0,-1.0,653.0,44.0,65.0,178.0,0.9453130960464478,-1.0,-1.0,-1.0,653.0,44.0,0.0,0.0,-1.0
254.0,-1.0,636.0,62.0,64.0,181.0,0.9867945313453674,-1.0,-1.0,-1.0,636.0,62.0,0.0,0.0,-1.0
254.0,-1.0,651.0,43.0,66.0,188.0,0.976504385471344,-1.0,-1.0,-1.0,651.0,43.0,0.0,0.0,-1.0
254.0,-1.0,664.0,26.0,65.0,176.0,0.9365921020507812,-1.0,-1.0,-1.0,664.0,26.0,0.0,0.0,-1.0
255.0,-1.0,635.0,67.0,60.0,180.0,0.9858067035675049,-1.0,-1.0,-1.0,635.0,67.0,0.0,0.0,-1.0
255.0,-1.0,648.0,48.0,64.0,186.0,0.9769476652145386,-1.0,-1.0,-1.0,648.0,48.0,0.0,0.0,-1.0
255.0,-1.0,661.0,26.0,73.0,183.0,0.9548660516738892,-1.0,-1.0,-1.0,661.0,26.0,0.0,0.0,-1.0
256.0,-1.0,632.0,66.0,60.0,182.0,0.9866399168968201,-1.0,-1.0,-1.0,632.0,66.0,0.0,0.0,-1.0
256.0,-1.0,655.0,25.0,77.0,180.0,0.9740714430809021,-1.0,-1.0,-1.0,655.0,25.0,0.0,0.0,-1.0
257.0,-1.0,632.0,63.0,61.0,185.0,0.9900525212287903,-1.0,-1.0,-1.0,632.0,63.0,0.0,0.0,-1.0
257.0,-1.0,667.0,27.0,64.0,169.0,0.9458704590797424,-1.0,-1.0,-1.0,667.0,27.0,0.0,0.0,-1.0
258.0,-1.0,631.0,68.0,62.0,180.0,0.9851740002632141,-1.0,-1.0,-1.0,631.0,68.0,0.0,0.0,-1.0
258.0,-1.0,655.0,25.0,76.0,184.0,0.9458432197570801,-1.0,-1.0,-1.0,655.0,25.0,0.0,0.0,-1.0
259.0,-1.0,628.0,65.0,63.0,184.0,0.9851490259170532,-1.0,-1.0,-1.0,628.0,65.0,0.0,0.0,-1.0
259.0,-1.0,659.0,28.0,75.0,171.0,0.9840379953384399,-1.0,-1.0,-1.0,659.0,28.0,0.0,0.0,-1.0
260.0,-1.0,628.0,64.0,62.0,182.0,0.9891268610954285,-1.0,-1.0,-1.0,628.0,64.0,0.0,0.0,-1.0
260.0,-1.0,662.0,29.0,71.0,177.0,0.969241201877594,-1.0,-1.0,-1.0,662.0,29.0,0.0,0.0,-1.0
261.0,-1.0,629.0,66.0,66.0,180.0,0.9813507795333862,-1.0,-1.0,-1.0,629.0,66.0,0.0,0.0,-1.0
261.0,-1.0,652.0,30.0,82.0,175.0,0.9768837094306946,-1.0,-1.0,-1.0,652.0,30.0,0.0,0.0,-1.0
261.0,-1.0,641.0,42.0,71.0,203.0,0.7009910941123962,-1.0,-1.0,-1.0,641.0,42.0,0.0,0.0,-1.0
262.0,-1.0,629.0,69.0,65.0,177.0,0.9894256591796875,-1.0,-1.0,-1.0,629.0,69.0,0.0,0.0,-1.0
262.0,-1.0,656.0,30.0,80.0,177.0,0.9688712954521179,-1.0,-1.0,-1.0,656.0,30.0,0.0,0.0,-1.0
262.0,-1.0,640.0,45.0,72.0,199.0,0.7139614224433899,-1.0,-1.0,-1.0,640.0,45.0,0.0,0.0,-1.0
263.0,-1.0,632.0,71.0,64.0,182.0,0.9926027655601501,-1.0,-1.0,-1.0,632.0,71.0,0.0,0.0,-1.0
263.0,-1.0,654.0,39.0,73.0,192.0,0.9699416160583496,-1.0,-1.0,-1.0,654.0,39.0,0.0,0.0,-1.0
264.0,-1.0,633.0,69.0,64.0,187.0,0.991105854511261,-1.0,-1.0,-1.0,633.0,69.0,0.0,0.0,-1.0
264.0,-1.0,656.0,44.0,68.0,194.0,0.9425290822982788,-1.0,-1.0,-1.0,656.0,44.0,0.0,0.0,-1.0
265.0,-1.0,636.0,73.0,55.0,190.0,0.9904345273971558,-1.0,-1.0,-1.0,636.0,73.0,0.0,0.0,-1.0
265.0,-1.0,665.0,40.0,70.0,181.0,0.9327293038368225,-1.0,-1.0,-1.0,665.0,40.0,0.0,0.0,-1.0
266.0,-1.0,658.0,37.0,80.0,188.0,0.9850339293479919,-1.0,-1.0,-1.0,658.0,37.0,0.0,0.0,-1.0
266.0,-1.0,636.0,73.0,56.0,194.0,0.9813005924224854,-1.0,-1.0,-1.0,636.0,73.0,0.0,0.0,-1.0
267.0,-1.0,636.0,69.0,58.0,200.0,0.9904432892799377,-1.0,-1.0,-1.0,636.0,69.0,0.0,0.0,-1.0
267.0,-1.0,671.0,35.0,71.0,189.0,0.9894132614135742,-1.0,-1.0,-1.0,671.0,35.0,0.0,0.0,-1.0
268.0,-1.0,636.0,68.0,59.0,201.0,0.992084264755249,-1.0,-1.0,-1.0,636.0,68.0,0.0,0.0,-1.0
268.0,-1.0,674.0,36.0,70.0,191.0,0.9858998656272888,-1.0,-1.0,-1.0,674.0,36.0,0.0,0.0,-1.0
269.0,-1.0,636.0,66.0,60.0,203.0,0.9931902289390564,-1.0,-1.0,-1.0,636.0,66.0,0.0,0.0,-1.0
269.0,-1.0,682.0,34.0,65.0,193.0,0.9860742688179016,-1.0,-1.0,-1.0,682.0,34.0,0.0,0.0,-1.0
270.0,-1.0,636.0,66.0,61.0,204.0,0.9919833540916443,-1.0,-1.0,-1.0,636.0,66.0,0.0,0.0,-1.0
270.0,-1.0,682.0,36.0,66.0,194.0,0.9841593503952026,-1.0,-1.0,-1.0,682.0,36.0,0.0,0.0,-1.0
271.0,-1.0,638.0,66.0,58.0,204.0,0.9927980899810791,-1.0,-1.0,-1.0,638.0,66.0,0.0,0.0,-1.0
271.0,-1.0,686.0,36.0,65.0,195.0,0.9899213314056396,-1.0,-1.0,-1.0,686.0,36.0,0.0,0.0,-1.0
272.0,-1.0,638.0,68.0,60.0,205.0,0.9932410717010498,-1.0,-1.0,-1.0,638.0,68.0,0.0,0.0,-1.0
272.0,-1.0,685.0,34.0,68.0,195.0,0.9894213676452637,-1.0,-1.0,-1.0,685.0,34.0,0.0,0.0,-1.0
273.0,-1.0,636.0,68.0,62.0,207.0,0.9913056492805481,-1.0,-1.0,-1.0,636.0,68.0,0.0,0.0,-1.0
273.0,-1.0,687.0,36.0,68.0,194.0,0.9881194233894348,-1.0,-1.0,-1.0,687.0,36.0,0.0,0.0,-1.0
274.0,-1.0,636.0,68.0,64.0,207.0,0.9919471144676208,-1.0,-1.0,-1.0,636.0,68.0,0.0,0.0,-1.0
274.0,-1.0,690.0,38.0,68.0,191.0,0.9869084358215332,-1.0,-1.0,-1.0,690.0,38.0,0.0,0.0,-1.0
275.0,-1.0,640.0,69.0,63.0,207.0,0.9947185516357422,-1.0,-1.0,-1.0,640.0,69.0,0.0,0.0,-1.0
275.0,-1.0,690.0,43.0,70.0,187.0,0.9918720126152039,-1.0,-1.0,-1.0,690.0,43.0,0.0,0.0,-1.0
276.0,-1.0,642.0,71.0,60.0,208.0,0.9930604696273804,-1.0,-1.0,-1.0,642.0,71.0,0.0,0.0,-1.0
276.0,-1.0,686.0,45.0,75.0,192.0,0.9908711314201355,-1.0,-1.0,-1.0,686.0,45.0,0.0,0.0,-1.0
277.0,-1.0,694.0,46.0,70.0,197.0,0.9961929321289062,-1.0,-1.0,-1.0,694.0,46.0,0.0,0.0,-1.0
277.0,-1.0,640.0,72.0,63.0,214.0,0.9916218519210815,-1.0,-1.0,-1.0,640.0,72.0,0.0,0.0,-1.0
