169,2_1,636.4593123065582,12.420725597947445,45.70889632252519,113.21863858608538,1,-1,-1,-1,636.0,16.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
170,2_1,636.3507381695439,12.653597206401699,45.80289181974277,113.4406327410408,1,-1,-1,-1,637.0,14.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
171,2_1,635.9091819583532,12.775543946321854,46.05423031456597,113.98563913248192,1,-1,-1,-1,636.0,12.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
172,2_1,635.3084081604079,12.981078600652271,46.38443387727015,114.71500691837633,1,-1,-1,-1,635.0,13.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
173,2_1,634.2984249756545,13.088797105121746,46.75599619736489,115.49927903419265,1,-1,-1,-1,633.0,11.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
174,2_1,633.0048638695226,13.141501792233454,47.13037661439485,116.22368586566873,1,-1,-1,-1,632.0,12.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
175,2_1,631.5321722928951,13.234010154862425,47.50278797672377,116.8793143605171,1,-1,-1,-1,633.0,12.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
176,2_1,629.8976126588905,13.385985102469792,47.88114991460529,117.49246074804157,1,-1,-1,-1,631.0,12.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
177,2_1,628.130311354552,13.568601725268072,48.26096147915029,118.04579706050798,1,-1,-1,-1,630.0,15.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
178,2_1,626.1642208683181,13.724565152884079,48.69183433892129,118.66755552097723,1,-1,-1,-1,628.0,14.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
179,2_1,624.1765663770152,13.956219155603337,49.19861983102723,119.45103441391512,1,-1,-1,-1,623.0,19.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
180,2_1,622.1609807659149,14.31199241602341,49.72913863829989,120.25816402109369,1,-1,-1,-1,619.0,15.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
181,2_1,620.2033719878283,14.590768665364795,50.20465608228943,121.00627372005356,1,-1,-1,-1,617.0,12.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
182,2_1,618.3632098706887,14.935155297284368,50.598348076489145,121.62957892613795,1,-1,-1,-1,616.0,16.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
183,2_1,616.5581838879593,15.240794327239247,50.970940345444085,122.2559849934373,1,-1,-1,-1,616.0,17.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
184,2_1,614.8902771915957,15.477097814636108,51.25342802184815,122.71353004604721,1,-1,-1,-1,613.0,17.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
185,2_1,613.3380506220665,15.836692287359249,51.438137327739774,122.9474915937139,1,-1,-1,-1,612.0,17.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
186,2_1,612.0482258985973,16.16272331533248,51.6177985863009,123.28018094688142,1,-1,-1,-1,611.0,15.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
187,2_1,610.9593820605161,16.48482742461719,51.74845653818702,123.57120289839965,1,-1,-1,-1,610.0,16.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
188,2_1,610.0337714424819,16.88256070464327,51.82120514006134,123.78921488696676,1,-1,-1,-1,608.0,14.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
189,2_1,609.3263294343473,17.234558670884166,51.891338009169935,124.12718989276283,1,-1,-1,-1,605.0,14.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
190,2_1,608.8079332356184,17.673854168297673,51.96814654536201,124.62165734625465,1,-1,-1,-1,607.0,16.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
191,2_1,608.481726353228,18.14068509483807,51.99653662994161,125.11131404508025,1,-1,-1,-1,611.0,19.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
192,2_1,608.3309323154222,18.514504659974836,52.00626647419564,125.65514982223263,1,-1,-1,-1,613.0,21.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
193,2_1,608.3368542114248,18.84722463278287,52.00729544751002,126.26890594369614,1,-1,-1,-1,610.0,20.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
194,2_1,608.4947237630774,19.181647976138684,51.98013017226114,126.90377338194996,1,-1,-1,-1,615.0,23.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
195,2_1,608.732208807563,19.401462157937868,51.98487473072628,127.71290781496779,1,-1,-1,-1,611.0,20.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
196,2_1,609.0552577491811,19.645490270643517,52.00700057317723,128.6341099244998,1,-1,-1,-1,610.0,19.0,0.0,0.0,-1,dataset/videos\120_20200422144000.avi
